@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute Default {0.0, 1.0}
@attribute Income real
@attribute Expenses real
@attribute TotalCredit real


@data

0,0,0.0,163.18629650745171,151.49362785937035,127.16988411999259
0,1,1.0,156.5292011191103,145.63041978620137,128.74244270380564
0,2,0.0,141.96842139351122,118.22240038190724,125.87204246836885
0,3,1.0,146.16279283731643,115.57636730040981,131.4497621274195
0,4,0.0,153.1845751282158,138.02727652337614,128.8817034861426
0,5,1.0,152.28859810908872,135.428273216618,128.75943520190907
0,6,1.0,152.38910663133592,132.9868617643469,129.98747186915887
0,7,0.0,148.02176150883648,130.37688604282613,129.8144635791121
0,8,1.0,149.13994961799574,128.22305038934988,130.06634342593742
0,9,0.0,151.0015353055529,130.91336762363952,126.62621464080735
0,10,1.0,151.09773663307698,128.07555855564252,132.3667406581536
0,11,1.0,150.04531233898504,127.1166992528731,126.18716362781461
0,12,0.0,149.6334094072857,131.1362961846542,132.3117710799582
0,13,1.0,150.68401499248733,127.31187813407972,126.75054045155794
0,14,1.0,150.10408969978607,124.65475917963951,128.32792372534306
0,15,1.0,149.2687415036779,123.23645990492759,129.2235039076119
0,16,1.0,150.5932267699652,123.6260136650354,127.3225912496636
0,17,0.0,148.9446839144128,135.15371449981475,130.00206296613365
0,18,0.0,151.7936215272792,126.9229509129158,124.20915321232141
0,19,1.0,150.8745967979034,125.95311388468699,132.0883066724828
0,20,0.0,149.4442100099339,133.64929504746357,124.38485815064385
0,21,0.0,149.4291249382855,127.1772728733309,130.30472233589146
0,22,1.0,149.99768431244993,124.42617106360586,128.96241726731748
0,23,0.0,149.0725604430273,133.6801128985906,131.40341813183397
0,24,1.0,148.57126939131658,130.37953006062858,129.03725208185529
0,25,1.0,150.2036054467348,129.57003140180512,130.32940842289997
0,26,1.0,150.88027556279712,127.207242120156,128.01074339981437
0,27,0.0,148.20515730078947,129.4778975425824,128.92601029002927
0,28,0.0,151.08874238146075,129.66740772116182,130.0505543072901
0,29,1.0,150.98163436870203,127.16734046296949,128.98676629855674
0,30,0.0,146.58949775085338,130.2962740790757,131.32340405262696
0,31,1.0,147.8498150750043,130.4485362615041,128.9366922646074
0,32,0.0,151.78780615413234,130.6545196748075,129.5273679933294
0,33,0.0,146.82973242900465,126.91447868512472,127.3365557772156
0,34,1.0,147.94547268389348,128.003179311489,129.59904124920064
0,35,0.0,153.00861542580665,130.1000354551362,128.9773823200406
0,36,0.0,145.35861657170616,127.77043340671888,125.64412274884039
0,37,1.0,146.50057200475487,128.37026687615767,130.40978736740323
0,38,0.0,152.5795588867811,131.77724837902412,126.08397826672409
0,39,1.0,151.82832245223892,130.61450502924208,128.4181984884126
0,40,1.0,150.01012226733187,130.09313886102234,128.27553179569676
0,41,0.0,148.75943096056275,131.78182381905145,132.1137836952169
0,42,1.0,150.09195250630324,129.220920683186,129.66652056232851
0,43,0.0,149.53087651383626,129.88567029478097,129.689846503383
0,44,1.0,150.04395821617632,130.33293516675323,129.40878525991673
0,45,0.0,148.67429347007044,129.0626091423843,126.01095464105386
0,46,1.0,149.0640234999704,127.19152527860491,131.27335972135057
0,47,0.0,148.95699605292285,131.17782420985284,125.91795039529302
0,48,1.0,149.14637856822256,128.4521148463716,129.8249445064556
