@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute Income real
@attribute Expenses real
@attribute TotalCredit real


@data

0,0,143.92421717988663,116.30975283239708,80.03960608298398
0,1,148.12003295065702,86.34474193480595,114.3075437979809
0,2,148.25787698693304,118.8989264356197,85.63670479993654
0,3,149.01366215715746,81.778054883034,113.84994842757267
0,4,146.18034248401645,133.47492088412247,82.52091779171394
0,5,146.05470050903693,72.23648761747835,116.42665727874154
0,6,148.571601453521,135.83301548695906,82.49324514035028
0,7,149.36425007476925,60.21223845292503,119.79625772919914
0,8,151.9158880891937,139.21971210984128,82.0679870834025
0,9,152.48153441887808,49.97171738403195,119.72432145430258
0,10,153.72002843832334,143.36710556174143,78.70532646241925
0,11,151.05646132148053,47.3543600273929,123.19469253907057
0,12,150.22415539916247,158.2744676442254,72.66587518599982
0,13,150.68471959813527,30.326825226521294,131.16371627337753
0,14,150.27389315215547,175.13365115846182,65.67296458114292
0,15,150.4359594956868,13.840909835404432,136.4391165221501
0,16,152.3931891417998,189.79890955457728,58.08188047216616
0,17,150.22772106000463,1.6113373604500225,143.5181327418942
0,18,148.76523130704774,216.58421711425495,50.51751007068367
0,19,150.82957381957507,36.82034861563102,154.45729222244807
0,20,151.03532663705076,251.94721720624258,38.28742181650585
0,21,149.01886179468593,67.8482804050804,169.99312779122897
0,22,150.69668713244067,287.1585140681981,21.1214434457668
0,23,151.8304486540254,116.15533291523832,185.18956010019772
0,24,150.87639441728226,342.4237214068445,2.640670757795732
0,25,152.0795614626672,181.8967023096751,209.91952687415937
0,26,151.77819122010402,411.18463077800516,25.235357678654324
0,27,149.85580488181014,252.4133361172848,238.53582366162792
0,28,151.142897628353,494.5377540358402,57.61420916970803
0,29,151.27766280818432,350.8988718783019,279.250727906819
0,30,152.0076117736592,601.855196986581,103.01042032313649
0,31,152.7481172663361,475.4201410736367,328.8767759984175
0,32,151.74007255759614,747.0002826131301,157.42293404300193
0,33,152.41513061377535,640.4745151631188,390.1561868348746
0,34,150.26346706294828,934.9468484766396,231.86135365261953
0,35,150.01112066311745,841.7992016206022,473.67257596805007
0,36,148.9118257232398,1168.5983857029012,323.5518178194901
0,37,149.59023113855594,1108.5916220846884,578.4750951956643
0,38,150.41685027561806,1465.3971517069094,441.45135163105385
0,39,151.4557179428447,1447.9924961447823,711.9853214417968
0,40,150.45094446064738,1847.3381738085648,592.6825034564744
0,41,150.35590001318633,1877.709190924248,881.9250439803523
0,42,147.7789904434937,2342.4073383497607,784.261304778606
0,43,147.3299318301418,2426.789634265572,1098.4309863252774
0,44,147.8647886110847,2964.8909869920335,1031.6070276727064
0,45,147.88414751918555,3134.070356288635,1377.715436019015
0,46,147.27540451574632,3764.38072237571,1346.7837367060085
0,47,149.72867000954696,4043.442219402623,1735.6291319297793
0,48,149.20530717763697,4787.743024893693,1750.7971079302988
0,49,149.30885717766347,5198.300385878197,2192.201872757815
1,0,141.97326590644457,120.40630629553371,78.46788332898032
1,1,145.33109097124634,90.67149295649267,113.85953992832434
1,2,148.71337995560404,113.05081839940334,86.74049331357959
1,3,150.30422098196175,82.46181974083785,111.25498360672076
1,4,151.0619680665736,113.9248613179773,88.4102480271361
1,5,149.04258491624324,88.73092410179274,107.18541236003702
1,6,148.74117817122303,115.27215692955944,92.78497404731102
1,7,150.21424819389145,81.32206303031431,105.69545852313088
1,8,151.09539799406727,117.22822701561503,94.09036336570209
1,9,152.09053435754498,73.52218044553747,107.12747367354132
1,10,151.079308083432,129.4643813703007,89.38604344966313
1,11,149.9241108078787,63.94004917568846,113.0121367184417
1,12,148.76062001095684,144.4996153320673,83.17422912601488
1,13,148.29216823034616,53.37586677429926,120.07942008781615
1,14,149.6288866994047,152.52909492941325,76.34428591425802
1,15,150.08337587799943,39.662930498027166,125.24986265628641
1,16,149.5462071131265,169.93766363608256,70.30986485459043
1,17,149.5718939600783,20.8450018681515,131.78606059039018
1,18,148.8523013337276,191.57500467268193,61.50502029176595
1,19,149.4225101033181,2.92632466978489,141.13028306141837
1,20,147.55546944462196,222.5904651933226,52.08755861731456
1,21,148.7795585485628,36.98853795507438,155.80550858614214
1,22,150.47475840786637,254.5444872685904,37.64411638160677
1,23,150.97531859633705,80.65052843771275,168.0166063967268
1,24,151.73715666775934,294.5170780618938,22.30930605015422
1,25,150.22156188775963,121.16975709561927,186.35872319240633
1,26,149.93912143311812,348.6108647053897,2.0092107358444764
1,27,151.0632281465435,185.6368767546902,211.70566921153582
1,28,149.51849292845242,421.0131621989213,26.07477117538069
1,29,150.59491874862908,265.86090700846734,240.67024322998438
1,30,149.98451225272635,512.7553578799045,62.859314283239996
1,31,150.09529437410072,369.2190995024274,282.05927916532454
1,32,150.26251776873707,627.9442381640383,108.6297945739081
1,33,150.067871006733,495.89953572965317,334.1630321122615
1,34,150.48738284533334,770.7352345727237,167.02349490430856
1,35,148.02157984554714,653.4103005275333,399.75687695939615
1,36,150.98070176760058,948.4245097552266,238.59185411246528
1,37,150.70005759023016,859.8221015150791,479.9660355662042
1,38,151.05865436851852,1181.6491797612023,328.8340415841541
1,39,152.13812141883628,1131.4827934433033,583.6509100588428
1,40,150.30177816361092,1490.5067808397835,448.5651856325767
1,41,151.28711809236162,1477.6538586762495,719.8917284481661
1,42,153.0253768516981,1874.8670730953654,602.0275754901584
1,43,152.86069181375197,1915.623763248769,892.8130491313163
1,44,152.28847270613892,2370.0349865434478,796.4346193897438
1,45,149.62067315384274,2467.0458118764054,1113.9920087394282
1,46,150.94223295852882,3001.744897261386,1049.3154869685154
1,47,150.6397119759752,3185.1093375516284,1398.3401825903577
1,48,148.22749872591916,3820.8113010297484,1367.8611785841904
1,49,151.16011916134693,4113.1996545605325,1759.9313104491494
2,0,142.30031808238496,115.91325226498243,82.18661564980005
2,1,146.8492992743081,92.92531064859982,113.28316506553315
2,2,149.04368651212516,112.1186368498306,86.39374352399624
2,3,149.81533626129092,83.80102224375936,109.20508156777456
2,4,148.30515568643318,122.74613681218331,88.09914491136634
2,5,148.79554336244507,73.18805161972972,113.37179100723142
2,6,149.92536112959246,132.31492078086504,85.454828603328
2,7,152.0858353085857,56.27790787903125,114.80463256476115
2,8,151.09773372565996,146.51348025208938,81.56216398113652
2,9,151.18425212327264,43.04032433864957,120.71141387764877
2,10,151.21215551755787,159.36871023594307,75.95177038033268
2,11,150.74128478389412,27.82351181658194,125.717308624889
2,12,149.88403055099087,178.95574425218155,70.73263515190621
2,13,150.44637402508488,9.364930837684511,134.0475256862272
2,14,148.00846293798205,205.78895674056736,58.26264039895941
2,15,148.27850593058895,15.213185430278813,144.79987602455267
2,16,147.7381786546236,235.23151212181963,45.88936516196675
2,17,147.98243851964253,46.06587868449452,157.60606360773954
2,18,148.6749351036088,270.0179866816824,33.19584368068708
2,19,150.1388277047585,95.12773918621241,175.57663343903928
2,20,151.2274484577453,315.12030661188095,14.143741276653799
2,21,151.34681933193326,149.54537317462842,198.13995328616852
2,22,150.17445404393155,382.49712485134796,10.7026394199832
2,23,149.46137310209022,219.26785605857003,223.97289426236802
2,24,148.48696623547468,466.11390877453425,41.9155247591309
2,25,149.36577619332502,310.9893045178989,261.59838497493274
2,26,148.34750789132633,569.882147639458,88.46701926317041
2,27,149.78158683742038,433.4626254884929,311.7555135466019
2,28,150.0422585560869,702.4488425800847,138.13937884376986
2,29,152.19111539784902,588.4195661485855,370.69772785722705
2,30,149.5749760454388,878.4997428003935,207.710224996384
2,31,147.8267205973703,773.8543890770337,445.6304633632054
2,32,149.77559909670396,1089.087385806913,291.2086919309679
2,33,150.95093569774815,1023.2366243658857,541.5532634042079
2,34,151.3375092340034,1364.4923489738826,400.57628260437514
2,35,150.53379616561548,1332.9225667196442,664.951821793312
2,36,149.90006172115565,1718.7985708712686,539.9253423658522
2,37,150.30566650969632,1732.1077816253219,823.117778765079
2,38,149.88401800258308,2172.8112908742537,717.8608625412871
2,39,149.3779244865429,2243.7315369418598,1026.5567968837981
2,40,149.42440597170295,2753.8926857826054,948.3245453615132
2,41,149.14434239802128,2897.942951328171,1284.6718195300534
2,42,146.23130756236142,3501.09133897845,1241.542765266808
2,43,149.65972743262333,3746.5525466075587,1616.6312376046212
2,44,151.45451303690805,4448.931646064793,1616.7368058423174
2,45,151.28890395202131,4825.501058816018,2043.0143584975776
2,46,150.5692942270549,5670.481173140205,2099.3616233294615
2,47,148.85208521106745,6200.740421798988,2587.7611099204746
2,48,147.72516099110442,7233.283728862687,2714.350616548677
2,49,148.1643457908271,7962.784300402504,3282.6263234681264
3,0,141.16978381934055,120.3729529500939,77.75839611948584
3,1,147.1525513438564,83.96899946736184,115.21277737411583
3,2,149.23744709202595,118.25846986321041,85.79489931872254
3,3,149.13961724670315,82.849065443591,109.69311887932841
3,4,149.87317541436875,118.02059464514022,89.34004999430977
3,5,150.2744348575834,75.70583408202025,110.63856113333057
3,6,150.0116603296983,125.1879711630738,88.42118543184516
3,7,149.95273031644479,69.08974606758945,111.59735817494374
3,8,150.26117722578147,134.9846893170444,86.31572176748762
3,9,151.6203213837827,52.023557227239905,115.05763719748253
3,10,150.41522429244205,154.4404284548982,80.37786177083312
3,11,151.34248545163874,33.949681340990395,123.13392930282158
3,12,149.33726920769402,175.72821705775522,71.4665037587358
3,13,151.45532476499307,9.186805436046242,130.6987249910706
3,14,149.09691654390414,207.8102501022782,61.14480135993733
3,15,149.73095493865435,22.31965658267407,144.99119410635797
3,16,150.2493712386598,232.9888483140382,47.44755592233582
3,17,149.0841285968119,51.67543358215258,158.90641663823695
3,18,150.78211714349337,266.8552093329639,32.81257529658407
3,19,148.89543788324144,88.20418611710261,173.37025498470032
3,20,148.84156029902158,316.701954571371,15.103166335758203
3,21,150.81102945115748,147.57671609680878,196.11468326911282
3,22,148.13708483284032,383.9640779775774,9.351641162317378
3,23,149.40451322645416,221.30220805825218,225.45739335321576
3,24,149.16755285770398,463.2901273522187,41.23792384607583
3,25,149.40176228567407,312.41705342227715,260.83098514469646
3,26,151.98470332385102,559.4661318575568,81.26529600521849
3,27,150.01137529427345,421.15997535502754,303.5845429174102
3,28,151.76234401230175,680.4853232423407,129.44455508347238
3,29,150.01588376214752,557.0758428886866,358.1847624935448
3,30,149.45253753351858,844.7755711092374,192.6788954037815
3,31,150.3123742175221,745.60372159145,430.20976860481977
3,32,148.82263607897227,1061.725657720769,275.80884441930016
3,33,147.2384060182735,979.3174669975169,522.28726829688
3,34,149.38935562060885,1321.670130761237,380.2045068077473
3,35,149.73165925343142,1284.3972955430074,644.1707555870513
